Location_ID,Name,Class,Type,CD,Region,Slug,Latitude,Longitude,CoordSrc,Population_2021,PopSrc,SEO_Score,Defer_Reason
"MB-UNP-ukraina","Ukraina",COMMUNITY,"Community",17,Parkland,ukraina,51.44833,-100.25583,CGN,,"",31.6,"no grounded population"
"MB-UNP-weiden","Weiden",COMMUNITY,"Unincorporated Community",17,Parkland,weiden,51.44806,-99.71194,CGN,,"",31.6,"no grounded population"
"MB-UNP-toutes-aides","Toutes Aides",COMMUNITY,"Community",17,Parkland,toutes-aides,51.48500,-99.53167,CGN,,"",31.5,"no grounded population"
"MB-UNP-fork-river","Fork River",COMMUNITY,"Community",17,Parkland,fork-river,51.51167,-100.02028,CGN,,"",31.4,"no grounded population"
"MB-UNP-loon-straits","Loon Straits",COMMUNITY,"Northern Community",19,Northern Manitoba,loon-straits,51.52500,-96.58611,CGN,,"",31.4,"no grounded population"
"MB-UNP-calders-dock","Calders Dock",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,calders-dock,51.57306,-96.73111,CGN,,"",31.3,"no grounded population"
"MB-UNP-merridale","Merridale",COMMUNITY,"Unincorporated Community",17,Parkland,merridale,51.34833,-101.21139,CGN,,"",31.3,"no grounded population"
"MB-UNP-volga","Volga",COMMUNITY,"Unincorporated Community",17,Parkland,volga,51.56583,-99.80639,CGN,,"",31.3,"no grounded population"
"MB-UNP-woods-creek","Woods Creek",COMMUNITY,"Community",17,Parkland,woods-creek,51.54778,-99.55972,CGN,,"",31.3,"no grounded population"
"MB-UNP-zelana","Zelana",COMMUNITY,"Unincorporated Community",17,Parkland,zelana,51.53694,-100.20333,CGN,,"",31.3,"no grounded population"
"MB-UNP-benyks-point","Benyks Point",COMMUNITY,"Community",17,Parkland,benyks-point,51.56056,-99.56056,CGN,,"",31.2,"no grounded population"
"MB-UNP-bullhead","Bullhead",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,bullhead,51.60917,-96.73194,CGN,,"",31.2,"no grounded population"
"MB-UNP-crane-river","Crane River",COMMUNITY,"Northern Community",18,Interlake,crane-river,51.53556,-99.28111,CGN,,"",31.2,"no grounded population"
"MB-UNP-deepdale","Deepdale",COMMUNITY,"Unincorporated Community",17,Parkland,deepdale,51.30806,-101.41667,CGN,,"",31.2,"no grounded population"
"MB-UNP-meadowlands","Meadowlands",COMMUNITY,"Unincorporated Community",17,Parkland,meadowlands,51.56583,-99.70472,CGN,,"",31.2,"no grounded population"
"MB-UNP-spence-lake","Spence Lake",COMMUNITY,"Northern Community",17,Parkland,spence-lake,51.58278,-99.57583,CGN,,"",31.2,"no grounded population"
"MB-UNP-steep-rock","Steep Rock",COMMUNITY,"Community",18,Interlake,steep-rock,51.44250,-98.79972,CGN,,"",31.2,"no grounded population"
"MB-UNP-faulkner","Faulkner",COMMUNITY,"Community",18,Interlake,faulkner,51.42278,-98.66250,CGN,,"",31.1,"no grounded population"
"MB-UNP-kulish","Kulish",COMMUNITY,"Unincorporated Community",17,Parkland,kulish,51.56528,-100.55694,CGN,,"",31.1,"no grounded population"
"MB-UNP-little-bullhead","Little Bullhead",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,little-bullhead,51.64167,-96.80556,CGN,,"",31.1,"no grounded population"
"MB-UNP-pine-dock","Pine Dock",COMMUNITY,"Northern Community",19,Northern Manitoba,pine-dock,51.64167,-96.80556,CGN,,"",31.1,"no grounded population"
"MB-UNP-steep-rock-junction","Steep Rock Junction",COMMUNITY,"Unincorporated Community",18,Interlake,steep-rock-junction,51.42917,-98.52750,CGN,,"",31.1,"no grounded population"
"MB-UNP-zelena","Zelena",COMMUNITY,"Unincorporated Community",17,Parkland,zelena,51.39194,-101.30667,CGN,,"",31.1,"no grounded population"
"MB-UNP-leaside-beach","Leaside Beach",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,leaside-beach,51.67500,-96.84889,CGN,,"",31,"no grounded population"
"MB-UNP-makaroff","Makaroff",COMMUNITY,"Community",17,Parkland,makaroff,51.35083,-101.50917,CGN,,"",31,"no grounded population"
"MB-UNP-birch-bay","Birch Bay",COMMUNITY,"Unincorporated Community",18,Interlake,birch-bay,51.47889,-98.53889,CGN,,"",30.9,"no grounded population"
"MB-UNP-garland","Garland",COMMUNITY,"Community",17,Parkland,garland,51.65333,-100.45944,CGN,,"",30.9,"no grounded population"
"MB-UNP-lake-st-andrew","Lake St. Andrew",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,lake-st-andrew,51.72611,-97.38750,CGN,,"",30.9,"no grounded population"
"MB-UNP-lake-st-george","Lake St. George",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,lake-st-george,51.71972,-97.40611,CGN,,"",30.9,"no grounded population"
"MB-UNP-meadow-portage","Meadow Portage",COMMUNITY,"Northern Community",17,Parkland,meadow-portage,51.66806,-99.60722,CGN,,"",30.9,"no grounded population"
"MB-UNP-silverwood","Silverwood",COMMUNITY,"Unincorporated Community",17,Parkland,silverwood,51.42028,-101.42917,CGN,,"",30.9,"no grounded population"
"MB-4616025","Gambler 63 (Part)",CSD,"Community",16,Parkland,gambler-63-part,,,,76,"StatCan 98-10-0002",30.8,"no verified coordinates"
"MB-UNP-hilbre","Hilbre",COMMUNITY,"Community",18,Interlake,hilbre,51.50333,-98.59333,CGN,,"",30.8,"no grounded population"
"MB-UNP-matheson-island","Matheson Island",COMMUNITY,"Northern Community",19,Northern Manitoba,matheson-island,51.74111,-96.92222,CGN,,"",30.8,"no grounded population"
"MB-UNP-long-body-creek","Long Body Creek",COMMUNITY,"Northern Community",19,Northern Manitoba,long-body-creek,51.76611,-96.64694,CGN,,"",30.7,"no grounded population"
"MB-UNP-san-clara","San Clara",COMMUNITY,"Community",17,Parkland,san-clara,51.49333,-101.42833,CGN,,"",30.7,"no grounded population"
"MB-UNP-bloodvein","Bloodvein",COMMUNITY,"Community",19,Northern Manitoba,bloodvein,51.79083,-96.70528,CGN,,"",30.6,"no grounded population"
"MB-UNP-bloodvein-river","Bloodvein River",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,bloodvein-river,51.79083,-96.70528,CGN,,"",30.6,"no grounded population"
"MB-UNP-boggy-creek","Boggy Creek",COMMUNITY,"Community",17,Parkland,boggy-creek,51.53500,-101.35361,CGN,,"",30.6,"no grounded population"
"MB-UNP-fairford","Fairford",COMMUNITY,"Community",18,Interlake,fairford,51.58556,-98.71028,CGN,,"",30.6,"no grounded population"
"MB-UNP-fairford-reserve","Fairford Reserve",COMMUNITY,"Community",18,Interlake,fairford-reserve,51.59861,-98.69222,CGN,,"",30.6,"no grounded population"
"MB-UNP-salt-point","Salt Point",COMMUNITY,"Northern Community",17,Parkland,salt-point,51.75306,-99.81250,CGN,,"",30.6,"no grounded population"
"MB-UNP-pulp-river","Pulp River",COMMUNITY,"Unincorporated Community",17,Parkland,pulp-river,51.79889,-100.29583,CGN,,"",30.5,"no grounded population"
"MB-UNP-vimy-ridge","Vimy Ridge",COMMUNITY,"Unincorporated Community",17,Parkland,vimy-ridge,51.75750,-100.60306,CGN,,"",30.5,"no grounded population"
"MB-UNP-walkerburn","Walkerburn",COMMUNITY,"Unincorporated Community",17,Parkland,walkerburn,51.52361,-101.48667,CGN,,"",30.5,"no grounded population"
"MB-UNP-davis-point","Davis Point",COMMUNITY,"Unincorporated Community",18,Interlake,davis-point,51.68472,-98.80111,CGN,,"",30.4,"no grounded population"
"MB-UNP-jackhead-harbour","Jackhead Harbour",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,jackhead-harbour,51.86472,-97.26194,CGN,,"",30.4,"no grounded population"
"MB-UNP-pine-river","Pine River",COMMUNITY,"Local Urban District",17,Parkland,pine-river,51.78417,-100.53056,CGN,,"",30.4,"no grounded population"
"MB-UNP-princess-harbour","Princess Harbour",COMMUNITY,"Northern Community",19,Northern Manitoba,princess-harbour,51.86167,-96.87278,CGN,,"",30.4,"no grounded population"
"MB-4622064","Ilford",CSD,"Northern Community",22,Northern Manitoba,ilford,56.06472,-95.60694,CGN,62,"StatCan 98-10-0002",30.3,"score < 50"
"MB-4622802","Mooseocoot",CSD,"Community",22,Northern Manitoba,mooseocoot,,,,60,"StatCan 98-10-0002",30.3,"no verified coordinates"
"MB-UNP-homebrook","Homebrook",COMMUNITY,"Northern Community",18,Interlake,homebrook,51.74028,-98.88278,CGN,,"",30.3,"no grounded population"
"MB-UNP-lake-st-martin","Lake St. Martin",COMMUNITY,"Community",18,Interlake,lake-st-martin,51.74722,-98.41944,CGN,,"",30.3,"no grounded population"
"MB-UNP-little-saskatchewan","Little Saskatchewan",COMMUNITY,"Community",18,Interlake,little-saskatchewan,51.68194,-98.56111,CGN,,"",30.3,"no grounded population"
"MB-UNP-st-martin-junction","St. Martin Junction",COMMUNITY,"Community",18,Interlake,st-martin-junction,51.71139,-98.73500,CGN,,"",30.3,"no grounded population"
"MB-UNP-waterhen","Waterhen",COMMUNITY,"Northern Community",17,Parkland,waterhen,51.83000,-99.54333,CGN,,"",30.3,"no grounded population"
"MB-4623023","A Kwis Ki Mahka",CSD,"Community",23,Northern Manitoba,a-kwis-ki-mahka,,,,58,"StatCan 98-10-0002",30.2,"no verified coordinates"
"MB-UNP-jackhead","Jackhead",COMMUNITY,"Community",19,Northern Manitoba,jackhead,51.91667,-97.31111,CGN,,"",30.2,"no grounded population"
"MB-UNP-st-martin","St. Martin",COMMUNITY,"Community",18,Interlake,st-martin,51.71917,-98.68694,CGN,,"",30.2,"no grounded population"
"MB-UNP-st-martin-station","St. Martin Station",COMMUNITY,"Unincorporated Community",18,Interlake,st-martin-station,51.71861,-98.68528,CGN,,"",30.2,"no grounded population"
"MB-UNP-duck-river","Duck River",COMMUNITY,"Community",17,Parkland,duck-river,51.90417,-100.24278,CGN,,"",30.1,"no grounded population"
"MB-4620060","Wuskwi Sipihk First Nation 2",CSD,"Indian Reserve",20,Parkland,wuskwi-sipihk-first-nation-2,,,,139,"StatCan 98-10-0002",30,"no verified coordinates"
"MB-UNP-gypsumville","Gypsumville",COMMUNITY,"Community",18,Interlake,gypsumville,51.76889,-98.63472,CGN,,"",30,"no grounded population"
"MB-UNP-rock-ridge","Rock Ridge",COMMUNITY,"Northern Community",17,Parkland,rock-ridge,51.91861,-99.57583,CGN,,"",30,"no grounded population"
"MB-UNP-alpine","Alpine",COMMUNITY,"Unincorporated Community",20,Parkland,alpine,51.75028,-101.49889,CGN,,"",29.9,"no grounded population"
"MB-UNP-mallard","Mallard",COMMUNITY,"Northern Community",17,Parkland,mallard,51.95306,-99.55889,CGN,,"",29.9,"no grounded population"
"MB-UNP-sclater","Sclater",COMMUNITY,"Unincorporated Community",17,Parkland,sclater,51.92972,-100.60972,CGN,,"",29.9,"no grounded population"
"MB-UNP-waterhen-reserve","Waterhen Reserve",COMMUNITY,"Community",17,Parkland,waterhen-reserve,51.97222,-99.59722,CGN,,"",29.9,"no grounded population"
"MB-4623027","Fox Lake 2",CSD,"Indian Reserve",23,Northern Manitoba,fox-lake-2,,,,126,"StatCan 98-10-0002",29.8,"no verified coordinates"
"MB-UNP-dauphin-river","Dauphin River",COMMUNITY,"Northern Community",19,Northern Manitoba,dauphin-river,51.95972,-98.06528,CGN,,"",29.8,"no grounded population"
"MB-UNP-pine-creek","Pine Creek",COMMUNITY,"Community",17,Parkland,pine-creek,52.00333,-100.15000,CGN,,"",29.8,"no grounded population"
"MB-UNP-skownan","Skownan",COMMUNITY,"Unincorporated Community",17,Parkland,skownan,51.98972,-99.58778,CGN,,"",29.8,"no grounded population"
"MB-4621040","Opaskwayak Cree Nation 21I",CSD,"Indian Reserve",21,Northern Manitoba,opaskwayak-cree-nation-21i,,,,119,"StatCan 98-10-0002",29.7,"no verified coordinates"
"MB-UNP-cowan","Cowan",COMMUNITY,"Community",20,Parkland,cowan,52.03500,-100.64778,CGN,,"",29.6,"no grounded population"
"MB-UNP-briggs-spur","Briggs Spur",COMMUNITY,"Community",20,Parkland,briggs-spur,52.07889,-100.65306,CGN,,"",29.4,"no grounded population"
"MB-UNP-durban","Durban",COMMUNITY,"Community",20,Parkland,durban,51.92917,-101.44056,CGN,,"",29.4,"no grounded population"
"MB-UNP-good-harbour","Good Harbour",COMMUNITY,"Unincorporated Community",17,Parkland,good-harbour,52.12972,-100.14944,CGN,,"",29.4,"no grounded population"
"MB-UNP-pretty-valley","Pretty Valley",COMMUNITY,"Unincorporated Community",20,Parkland,pretty-valley,51.96889,-101.25111,CGN,,"",29.4,"no grounded population"
"MB-4602026","Roseau Rapids 2A",CSD,"Indian Reserve",02,Eastman,roseau-rapids-2a,,,,100,"StatCan 98-10-0002",29.3,"no verified coordinates"
"MB-UNP-kenville","Kenville",COMMUNITY,"Community",20,Parkland,kenville,52.00028,-101.32361,CGN,,"",29.3,"no grounded population"
"MB-UNP-kenville-west","Kenville West",COMMUNITY,"Unincorporated Community",20,Parkland,kenville-west,51.98806,-101.35111,CGN,,"",29.3,"no grounded population"
"MB-UNP-lidstone","Lidstone",COMMUNITY,"Unincorporated Community",20,Parkland,lidstone,52.02778,-101.16444,CGN,,"",29.3,"no grounded population"
"MB-UNP-renwer","Renwer",COMMUNITY,"Community",20,Parkland,renwer,52.09750,-100.81306,CGN,,"",29.3,"no grounded population"
"MB-4619040","Shoal River 65B",CSD,"Indian Reserve",19,Northern Manitoba,shoal-river-65b,,,,95,"StatCan 98-10-0002",29.2,"no verified coordinates"
"MB-4620066","Division No. 20, Unorganized, South Part",CSD,"Unorganized",20,Parkland,division-no-20-unorganized-south-part,,,,95,"StatCan 98-10-0002",29.2,"no verified coordinates"
"MB-UNP-assineweetasataypawin","Assineweetasataypawin",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,assineweetasataypawin,52.19361,-96.41833,CGN,,"",29.2,"no grounded population"
"MB-UNP-duck-bay","Duck Bay",COMMUNITY,"Northern Community",17,Parkland,duck-bay,52.17639,-100.14917,CGN,,"",29.2,"no grounded population"
"MB-UNP-kacheposit","Kacheposit",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,kacheposit,52.20583,-96.53722,CGN,,"",29.2,"no grounded population"
"MB-UNP-asinkaanumevatt","Asinkaanumevatt",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,asinkaanumevatt,52.25806,-96.85194,CGN,,"",29.1,"no grounded population"
"MB-UNP-harlington","Harlington",COMMUNITY,"Unincorporated Community",20,Parkland,harlington,52.02694,-101.44306,CGN,,"",29.1,"no grounded population"
"MB-UNP-kamaskawak","Kamaskawak",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,kamaskawak,52.19111,-96.16028,CGN,,"",29.1,"no grounded population"
"MB-UNP-thunder-hill","Thunder Hill",COMMUNITY,"Unincorporated Community",20,Parkland,thunder-hill,51.99722,-101.52194,CGN,,"",29.1,"no grounded population"
"MB-UNP-thunderhill-junction","Thunderhill Junction",COMMUNITY,"Unincorporated Community",20,Parkland,thunderhill-junction,52.07667,-101.25917,CGN,,"",29.1,"no grounded population"
"MB-4619051","Little Grand Rapids 14",CSD,"Northern Community",19,Northern Manitoba,little-grand-rapids-14,52.03611,-95.46111,CGN,,"StatCan 98-10-0002",29,"no grounded population"
"MB-UNP-little-grand-rapids","Little Grand Rapids",COMMUNITY,"Northern Community",19,Northern Manitoba,little-grand-rapids,52.03611,-95.46111,CGN,,"",29,"no grounded population"
"MB-UNP-berens-river","Berens River",COMMUNITY,"Northern Community",19,Northern Manitoba,berens-river,52.36528,-97.02917,CGN,,"",28.8,"no grounded population"
"MB-UNP-swan-river-valley","Swan River Valley",COMMUNITY,"Unincorporated Community",20,Parkland,swan-river-valley,52.17639,-101.24444,CGN,,"",28.8,"no grounded population"
"MB-4623062","Division No. 23, Unorganized",CSD,"Unorganized",23,Northern Manitoba,division-no-23-unorganized,,,,74,"StatCan 98-10-0002",28.7,"no verified coordinates"
"MB-UNP-big-woody","Big Woody",COMMUNITY,"Unincorporated Community",20,Parkland,big-woody,52.13972,-101.46611,CGN,,"",28.7,"no grounded population"
"MB-UNP-craigsford","Craigsford",COMMUNITY,"Unincorporated Community",20,Parkland,craigsford,52.23194,-101.06528,CGN,,"",28.7,"no grounded population"
"MB-UNP-pauingassi","Pauingassi",COMMUNITY,"Community",19,Northern Manitoba,pauingassi,52.15556,-95.37389,CGN,,"",28.6,"no grounded population"
"MB-UNP-lenswood","Lenswood",COMMUNITY,"Community",20,Parkland,lenswood,52.32056,-100.95194,CGN,,"",28.5,"no grounded population"
"MB-4619065","The Narrows 49",CSD,"Indian Reserve",19,Northern Manitoba,the-narrows-49,,,,55,"StatCan 98-10-0002",28.1,"no verified coordinates"
"MB-UNP-indian-birch","Indian Birch",COMMUNITY,"Community",20,Parkland,indian-birch,52.51111,-100.86667,CGN,,"",27.9,"no grounded population"
"MB-UNP-novra","Novra",COMMUNITY,"Unincorporated Community",20,Parkland,novra,52.52889,-101.07222,CGN,,"",27.8,"no grounded population"
"MB-4619058","Fisher River 44A",CSD,"Indian Reserve",19,Northern Manitoba,fisher-river-44a,,,,44,"StatCan 98-10-0002",27.6,"no verified coordinates"
"MB-UNP-bellsite","Bellsite",COMMUNITY,"Community",20,Parkland,bellsite,52.59417,-101.05972,CGN,,"",27.6,"no grounded population"
"MB-4615049","Gambler 63 (Part)",CSD,"Community",15,Westman,gambler-63-part-cd15,,,,15,"StatCan 98-10-0002",27.5,"no verified coordinates"
"MB-4621035","Opaskwayak Cree Nation 21C",CSD,"Indian Reserve",21,Northern Manitoba,opaskwayak-cree-nation-21c,,,,40,"StatCan 98-10-0002",27.5,"no verified coordinates"
"MB-UNP-matawa-place","Matawa Place",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,matawa-place,52.59556,-95.72806,CGN,,"",27.5,"no grounded population"
"MB-UNP-opekamank","Opekamank",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,opekamank,52.74750,-96.70944,CGN,,"",27.4,"no grounded population"
"MB-UNP-mafeking","Mafeking",COMMUNITY,"Local Urban District",20,Parkland,mafeking,52.68361,-101.11000,CGN,,"",27.2,"no grounded population"
"MB-UNP-pelican-rapids","Pelican Rapids",COMMUNITY,"Northern Community",20,Parkland,pelican-rapids,52.74472,-100.69444,CGN,,"",27.2,"no grounded population"
"MB-UNP-shoal-river","Shoal River",COMMUNITY,"Community",20,Parkland,shoal-river,52.74722,-100.68750,CGN,,"",27.2,"no grounded population"
"MB-UNP-whitmore","Whitmore",COMMUNITY,"Unincorporated Community",20,Parkland,whitmore,52.71500,-101.11778,CGN,,"",27.1,"no grounded population"
"MB-UNP-baden","Baden",COMMUNITY,"Northern Community",20,Parkland,baden,52.78028,-101.21583,CGN,,"",26.9,"no grounded population"
"MB-UNP-denbeigh-point","Denbeigh Point",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,denbeigh-point,52.89306,-99.78194,CGN,,"",26.8,"no grounded population"
"MB-4619082","Chemawawin 3",CSD,"Indian Reserve",19,Northern Manitoba,chemawawin-3,,,,27,"StatCan 98-10-0002",26.7,"no verified coordinates"
"MB-4619075","Poplar River 16",CSD,"Community",19,Northern Manitoba,poplar-river-16,52.99444,-97.27778,CGN,,"StatCan 98-10-0002",26.7,"no grounded population"
"MB-UNP-negginan","Negginan",COMMUNITY,"Unincorporated Community",19,Northern Manitoba,negginan,52.99444,-97.27778,CGN,,"",26.7,"no grounded population"
"MB-UNP-poplar-river","Poplar River",COMMUNITY,"Community",19,Northern Manitoba,poplar-river,52.99444,-97.27778,CGN,,"",26.7,"no grounded population"
"MB-UNP-poplarville","Poplarville",COMMUNITY,"Northern Community",19,Northern Manitoba,poplarville,52.98833,-97.23389,CGN,,"",26.7,"no grounded population"
"MB-4619079","Pauingassi First Nation",CSD,"First Nation Administrative Location",19,Northern Manitoba,pauingassi-first-nation,52.15761,-95.37413,CGN,,"StatCan 98-10-0002",26.6,"no grounded population"
"MB-UNP-barrows","Barrows",COMMUNITY,"Northern Community",20,Parkland,barrows,52.82944,-101.44111,CGN,,"",26.6,"no grounded population"
"MB-UNP-powell","Powell",COMMUNITY,"Northern Community",20,Parkland,powell,52.82833,-101.39667,CGN,,"",26.6,"no grounded population"
"MB-4620069","Division No. 20, Unorganized, North Part",CSD,"Unorganized",20,Parkland,division-no-20-unorganized-north-part,,,,25,"StatCan 98-10-0002",26.5,"no verified coordinates"
"MB-UNP-national-mills","National Mills",COMMUNITY,"Northern Community",20,Parkland,national-mills,52.82917,-101.58028,CGN,,"",26.5,"no grounded population"
"MB-UNP-red-deer-lake","Red Deer Lake",COMMUNITY,"Northern Community",20,Parkland,red-deer-lake,52.89361,-101.45972,CGN,,"",26.4,"no grounded population"
"MB-UNP-westgate","Westgate",COMMUNITY,"Northern Community",20,Parkland,westgate,52.82972,-101.65500,CGN,,"",26.4,"no grounded population"
"MB-UNP-dawson-bay","Dawson Bay",COMMUNITY,"Northern Community",21,Northern Manitoba,dawson-bay,52.97667,-100.97972,CGN,,"",26.3,"no grounded population"
"MB-UNP-big-black-river","Big Black River",COMMUNITY,"Northern Community",19,Northern Manitoba,big-black-river,53.16278,-97.42222,CGN,,"",26.1,"no grounded population"
"MB-UNP-easterville","Easterville",COMMUNITY,"Community",21,Northern Manitoba,easterville,53.10750,-99.81278,CGN,,"",26.1,"no grounded population"
"MB-UNP-hybord","Hybord",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,hybord,53.16972,-99.28944,CGN,,"",25.8,"no grounded population"
"MB-UNP-overflowing-river","Overflowing River",COMMUNITY,"Community",21,Northern Manitoba,overflowing-river,53.14139,-101.09278,CGN,,"",25.8,"no grounded population"
"MB-4619071","Swan Lake 65C",CSD,"Indian Reserve",19,Northern Manitoba,swan-lake-65c,,,,10,"StatCan 98-10-0002",24.7,"no verified coordinates"
"MB-UNP-pine-bluff","Pine Bluff",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,pine-bluff,53.50944,-100.66056,CGN,,"",24.7,"no grounded population"
"MB-UNP-turnberry","Turnberry",COMMUNITY,"Community",21,Northern Manitoba,turnberry,53.43611,-101.71611,CGN,,"",24.5,"no grounded population"
"MB-UNP-whithorn","Whithorn",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,whithorn,53.52333,-101.55333,CGN,,"",24.3,"no grounded population"
"MB-UNP-warren-landing","Warren Landing",COMMUNITY,"Northern Community",22,Northern Manitoba,warren-landing,53.69694,-97.87028,CGN,,"",24.2,"no grounded population"
"MB-UNP-moose-lake","Moose Lake",COMMUNITY,"Northern Community",21,Northern Manitoba,moose-lake,53.70444,-100.31028,CGN,,"",24.1,"no grounded population"
"MB-UNP-westray","Westray",COMMUNITY,"Community",21,Northern Manitoba,westray,53.59694,-101.40389,CGN,,"",24.1,"no grounded population"
"MB-4622017","Mystery Lake",CSD,"Local Government District",22,Northern Manitoba,mystery-lake,55.56667,-97.98333,CGN,0,"StatCan 98-10-0002",24,"no grounded population"
"MB-UNP-neketawak","Neketawak",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,neketawak,53.77750,-97.64250,CGN,,"",24,"no grounded population"
"MB-UNP-freshford","Freshford",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,freshford,53.68833,-101.24083,CGN,,"",23.9,"no grounded population"
"MB-UNP-metikewap","Metikewap",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,metikewap,53.74028,-100.99972,CGN,,"",23.8,"no grounded population"
"MB-UNP-young-point","Young Point",COMMUNITY,"Community",21,Northern Manitoba,young-point,53.76139,-101.23611,CGN,,"",23.7,"no grounded population"
"MB-UNP-grace-lake","Grace Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,grace-lake,53.82361,-101.19222,CGN,,"",23.5,"no grounded population"
"MB-UNP-ralls-island","Ralls Island",COMMUNITY,"Community",21,Northern Manitoba,ralls-island,53.82861,-101.09444,CGN,,"",23.5,"no grounded population"
"MB-UNP-crooked-turn","Crooked Turn",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,crooked-turn,53.95056,-97.85639,CGN,,"",23.4,"no grounded population"
"MB-UNP-kinusisipi","Kinusisipi",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,kinusisipi,53.94167,-97.86889,CGN,,"",23.4,"no grounded population"
"MB-UNP-umpherville","Umpherville",COMMUNITY,"Community",21,Northern Manitoba,umpherville,53.84000,-101.22222,CGN,,"",23.4,"no grounded population"
"MB-4621039","Opaskwayak Cree Nation 21N",CSD,"Indian Reserve",21,Northern Manitoba,opaskwayak-cree-nation-21n,,,,5,"StatCan 98-10-0002",23.3,"no verified coordinates"
"MB-UNP-flin-flon-junction","Flin Flon Junction",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,flin-flon-junction,53.88028,-101.22556,CGN,,"",23.3,"no grounded population"
"MB-UNP-moostissoostikwan","Moostissoostikwan",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,moostissoostikwan,53.85417,-101.32361,CGN,,"",23.3,"no grounded population"
"MB-UNP-rossville","Rossville",COMMUNITY,"Community",22,Northern Manitoba,rossville,53.99694,-97.78528,CGN,,"",23.3,"no grounded population"
"MB-UNP-tremaudan","Tremaudan",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,tremaudan,53.90889,-101.17111,CGN,,"",23.2,"no grounded population"
"MB-UNP-clearwater-lake","Clearwater Lake",COMMUNITY,"Community",21,Northern Manitoba,clearwater-lake,53.97833,-100.97611,CGN,,"",23.1,"no grounded population"
"MB-UNP-orok","Orok",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,orok,53.95778,-101.05722,CGN,,"",23.1,"no grounded population"
"MB-UNP-atikameg-lake","Atikameg Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,atikameg-lake,53.98722,-100.93472,CGN,,"",23,"no grounded population"
"MB-UNP-finger","Finger",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,finger,54.00694,-100.87389,CGN,,"",23,"no grounded population"
"MB-UNP-prospector","Prospector",COMMUNITY,"Community",21,Northern Manitoba,prospector,53.96250,-101.24778,CGN,,"",23,"no grounded population"
"MB-UNP-the-pas-airport","The Pas Airport",COMMUNITY,"Community",21,Northern Manitoba,the-pas-airport,53.97611,-101.08500,CGN,,"",23,"no grounded population"
"MB-UNP-island-lake","Island Lake",COMMUNITY,"Northern Community",22,Northern Manitoba,island-lake,53.86361,-94.66583,CGN,,"",22.8,"no grounded population"
"MB-UNP-budd","Budd",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,budd,54.09250,-100.75056,CGN,,"",22.7,"no grounded population"
"MB-UNP-garden-hill","Garden Hill",COMMUNITY,"Community",22,Northern Manitoba,garden-hill,53.88333,-94.64889,CGN,,"",22.7,"no grounded population"
"MB-UNP-root-lake","Root Lake",COMMUNITY,"Community",21,Northern Manitoba,root-lake,54.06056,-101.30444,CGN,,"",22.7,"no grounded population"
"MB-UNP-kapaneewekamik-place","Kapaneewekamik Place",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,kapaneewekamik-place,53.97639,-94.78778,CGN,,"",22.6,"no grounded population"
"MB-UNP-halcrow","Halcrow",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,halcrow,54.17722,-100.62472,CGN,,"",22.5,"no grounded population"
"MB-UNP-johnsonkank","Johnsonkank",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,johnsonkank,53.75750,-93.86778,CGN,,"",22.5,"no grounded population"
"MB-UNP-kitchiokonim-place","Kitchiokonim Place",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,kitchiokonim-place,53.91250,-94.33389,CGN,,"",22.4,"no grounded population"
"MB-UNP-rocky-lake-east","Rocky Lake East",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,rocky-lake-east,54.12500,-101.43722,CGN,,"",22.4,"no grounded population"
