Location_ID,Location_Name,Type,Region,Pop_2021,Unified_Score,Tier,Bucket,Reason,Fix_Note
ON-2011,Wellington Village,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2012,Westboro,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2013,Beacon Hill,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2014,Blackburn Hamlet,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2015,Blossom Park,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2016,Carlsbad Springs,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2017,Convent Glen,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2018,Cyrville,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2019,Findlay Creek,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2020,Orleans,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2021,Riverside South,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2022,Beaverbrook,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2023,Bridlewood,Neighborhood,Ottawa-Eastern,,35,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2024,Glen Cairn,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2025,Kanata Lakes,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2026,Kanata West,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2027,Katimavik-Hazeldean,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2028,Morgan's Grant,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2029,South March,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2030,Barrhaven,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2031,Bayshore,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2032,Bells Corners,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2033,Centrepointe,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2034,Craig Henry,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2035,Crestview,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2036,Crystal Beach,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2037,Fallowfield,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2038,Fisher Heights,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2039,Longfields,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2040,Merivale Gardens,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2041,Parkwood Hills,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2042,Pineglen,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2043,Stonehedge,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2044,Stittsville,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2045,Manotick,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2046,Greely,Neighborhood,Ottawa-Eastern,,34.6,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2047,Osgoode,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2048,Metcalfe,Neighborhood,Ottawa-Eastern,,34.7,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2049,Navan,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2050,Cumberland,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2051,Leitrim,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2052,Edwards,Neighborhood,Ottawa-Eastern,,34.8,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2053,Vars,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2054,Embrun,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2055,Rockland,Neighborhood,Ottawa-Eastern,,34.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2056,Applewood,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2057,Central Erin Mills,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2058,Churchill Meadows,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2059,Clarkson-Lorne Park,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2060,Cooksville,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2061,Creditview,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2062,East Credit,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2063,Erin Mills,Neighborhood,Greater Toronto Area,,34.5,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2064,Erindale,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2065,Fairview,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2066,Hurontario,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2067,Lakeview,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2068,Lisgar,Neighborhood,Greater Toronto Area,,34.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2069,Malton,Neighborhood,Greater Toronto Area,,34.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2070,Meadowvale,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2071,Meadowvale Village,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2072,Mineola,Neighborhood,Greater Toronto Area,,34.5,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2073,Mississauga Valleys,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2074,Port Credit,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2075,Rathwood,Neighborhood,Greater Toronto Area,,34.5,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2076,Sheridan,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2077,Streetsville,Neighborhood,Greater Toronto Area,,34.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2078,City Centre,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2079,Dixie,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2080,Gateway,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2081,Mavis-Erindale,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2082,Southdown,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2083,Bramalea,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2084,Brampton East,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2085,Brampton North,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2086,Brampton South,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2087,Castlemore,Neighborhood,Greater Toronto Area,,34.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2088,Central Park,Neighborhood,Greater Toronto Area,,34.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2089,Fletcher's Meadow,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2090,Heart Lake,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2091,Huttonville,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2092,Northgate,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2093,Sandringham-Wellington,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2094,Snelgrove,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2095,Tullamore,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2096,Westgate,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2097,Unionville,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2098,Markham Village,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2099,Cornell,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2100,Berczy,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2101,Cathedraltown,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2102,Milliken Mills,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2103,Wismer,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2104,Angus Glen,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2105,Rouge River Estates,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2106,Box Grove,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2107,Woodbridge,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2108,Maple,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2109,Kleinburg,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2110,Thornhill,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2111,Concord,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2112,Vellore Village,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2113,Vaughan Metropolitan Centre,Neighborhood,Greater Toronto Area,,34.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2114,Patterson,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2115,Sonoma Heights,Neighborhood,Greater Toronto Area,,34.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2116,Bronte,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2117,Glen Abbey,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2118,Old Oakville,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2119,River Oaks,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2120,College Park,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2121,Iroquois Ridge,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2122,Clearview Oakville,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2123,Joshua Creek,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2124,Palermo,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2125,Pickering Beach,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2126,Downtown Pickering,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2127,Pickering Village,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2128,Liverpool,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2129,Bay Ridges,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2130,Rougemount,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2131,Brock Ridge,Neighborhood,Greater Toronto Area,,34.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2132,Fort Albany First Nation,First Nations Reserve,Northern Ontario,1200,38.3,,DEFERRED_GATE,"unified score 38.3 < 50 — below publish threshold, noindex",
ON-2133,Mishkeegogamang First Nation,First Nations Reserve,Northern Ontario,1200,38.3,,DEFERRED_GATE,"unified score 38.3 < 50 — below publish threshold, noindex",
ON-2134,Eabametoong First Nation,First Nations Reserve,Northern Ontario,1800,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-2135,Constance Lake First Nation,First Nations Reserve,Northern Ontario,1500,38.8,,DEFERRED_GATE,"unified score 38.8 < 50 — below publish threshold, noindex",
ON-2136,Temagami First Nation,First Nations Reserve,Northern Ontario,300,37.6,,DEFERRED_GATE,"unified score 37.6 < 50 — below publish threshold, noindex",
ON-2137,Serpent River First Nation,First Nations Reserve,Northern Ontario,400,38,,DEFERRED_GATE,"unified score 38 < 50 — below publish threshold, noindex",
ON-2138,Kitchenuhmaykoosib Inninuwug,First Nations Reserve,Northern Ontario,1200,38.3,,DEFERRED_GATE,"unified score 38.3 < 50 — below publish threshold, noindex",
ON-2139,Borden,Locality,Northern Ontario,89,33.9,,DEFERRED_GATE,"unified score 33.9 < 50 — below publish threshold, noindex",
ON-2140,Cape Rich,Locality,Northern Ontario,354,35.8,,DEFERRED_GATE,"unified score 35.8 < 50 — below publish threshold, noindex",
ON-2141,Clarksburg,Locality,Northern Ontario,229,35.9,,DEFERRED_GATE,"unified score 35.9 < 50 — below publish threshold, noindex",
ON-2142,Homer,Locality,Northern Ontario,163,33.7,,DEFERRED_GATE,"unified score 33.7 < 50 — below publish threshold, noindex",
ON-2143,Monticello,Locality,Northern Ontario,435,35.7,,DEFERRED_GATE,"unified score 35.7 < 50 — below publish threshold, noindex",
ON-2144,Port Perry,Locality,Northern Ontario,451,35.8,,DEFERRED_GATE,"unified score 35.8 < 50 — below publish threshold, noindex",
ON-2145,Port Rowan,Locality,Northern Ontario,748,35.4,,DEFERRED_GATE,"unified score 35.4 < 50 — below publish threshold, noindex",
ON-2146,Price Corners,Locality,Northern Ontario,806,35.5,,DEFERRED_GATE,"unified score 35.5 < 50 — below publish threshold, noindex",
ON-2147,Raglan,Locality,Northern Ontario,355,35.1,,DEFERRED_GATE,"unified score 35.1 < 50 — below publish threshold, noindex",
ON-2148,Agatha,Locality,Northern Ontario,423,35.6,,DEFERRED_GATE,"unified score 35.6 < 50 — below publish threshold, noindex",
ON-2149,Springford,Locality,Windsor-Essex,277,35.4,,DEFERRED_GATE,"unified score 35.4 < 50 — below publish threshold, noindex",
ON-2150,Strathmore,Locality,Northern Ontario,242,35.5,,DEFERRED_GATE,"unified score 35.5 < 50 — below publish threshold, noindex",
ON-2151,Sutton,Locality,Northern Ontario,590,35.6,,DEFERRED_GATE,"unified score 35.6 < 50 — below publish threshold, noindex",
ON-2152,Tara,Locality,Northern Ontario,529,35.4,,DEFERRED_GATE,"unified score 35.4 < 50 — below publish threshold, noindex",
ON-2153,Willetsholme,Locality,Northern Ontario,112,33.1,,DEFERRED_GATE,"unified score 33.1 < 50 — below publish threshold, noindex",
ON-2154,Bonanza,Locality,Northern Ontario,505,35.2,,DEFERRED_GATE,"unified score 35.2 < 50 — below publish threshold, noindex",
ON-2155,Bowling Green,Locality,Northern Ontario,45,33.4,,DEFERRED_GATE,"unified score 33.4 < 50 — below publish threshold, noindex",
ON-2156,Burns,Locality,Northern Ontario,483,35.8,,DEFERRED_GATE,"unified score 35.8 < 50 — below publish threshold, noindex",
ON-2157,Currie,Locality,Northern Ontario,483,35.1,,DEFERRED_GATE,"unified score 35.1 < 50 — below publish threshold, noindex",
ON-2158,Donegal,Locality,Northern Ontario,205,35.1,,DEFERRED_GATE,"unified score 35.1 < 50 — below publish threshold, noindex",
ON-2159,Halls Lake,Locality,Northern Ontario,244,35.2,,DEFERRED_GATE,"unified score 35.2 < 50 — below publish threshold, noindex",
ON-2160,Indian Point,Locality,Northern Ontario,324,35.3,,DEFERRED_GATE,"unified score 35.3 < 50 — below publish threshold, noindex",
ON-2161,Kinburn,Locality,Northern Ontario,403,35.6,,DEFERRED_GATE,"unified score 35.6 < 50 — below publish threshold, noindex",
ON-2162,Klock,Locality,Northern Ontario,103,33.9,,DEFERRED_GATE,"unified score 33.9 < 50 — below publish threshold, noindex",
ON-2163,Lamaline,Locality,Northern Ontario,124,33.7,,DEFERRED_GATE,"unified score 33.7 < 50 — below publish threshold, noindex",
ON-2164,New Glasgow,Locality,Northern Ontario,328,35.1,,DEFERRED_GATE,"unified score 35.1 < 50 — below publish threshold, noindex",
ON-2165,Chamberlain,Township,Northern Ontario,311,39.1,,DEFERRED_GATE,"unified score 39.1 < 50 — below publish threshold, noindex",
ON-2166,Gauthier,Township,Northern Ontario,151,36.9,,DEFERRED_GATE,"unified score 36.9 < 50 — below publish threshold, noindex",
ON-2167,Opasatika,Township,Northern Ontario,200,39,,DEFERRED_GATE,"unified score 39 < 50 — below publish threshold, noindex",
ON-2168,Tarbutt,Township,Northern Ontario,573,39.6,,DEFERRED_GATE,"unified score 39.6 < 50 — below publish threshold, noindex",
ON-2169,Thornloe,Village,Northern Ontario,92,36.4,,DEFERRED_GATE,"unified score 36.4 < 50 — below publish threshold, noindex",
ON-2170,Ainslie Wood,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2171,Beasley,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2172,Crown Point,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2173,Delta,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2174,Durand,Neighborhood,Hamilton-Niagara,,33.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2175,Gibson,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2176,Kirkendall,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2177,Landsdale,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2178,McQuesten,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2179,Normanhurst,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2180,Stinson,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2181,Stipley,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2182,Strathcona,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2183,Westdale,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2184,Central,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2185,North End,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2186,East Hamilton,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2187,Bartonville,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2188,Binbrook,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2189,Mount Hope,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2190,Ancaster,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2191,Dundas,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2192,Flamborough,Neighborhood,Hamilton-Niagara,,33,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2193,Glanbrook,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2194,Stoney Creek,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2195,Waterdown,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2196,Winona,Neighborhood,Hamilton-Niagara,,33.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2197,Greenhill,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2198,Meadowlands,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2199,Parkview,Neighborhood,Hamilton-Niagara,,33.3,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2200,Rolston,Neighborhood,Hamilton-Niagara,,33.2,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2201,Templemead,Neighborhood,Hamilton-Niagara,,33.1,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2202,Upper Centennial,Neighborhood,Hamilton-Niagara,,33.4,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2203,Brampton West,Neighborhood,Greater Toronto Area,,33.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2204,Churchville,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2205,Credit Valley,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2206,Downtown Brampton,Neighborhood,Greater Toronto Area,,34,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
ON-2207,Mount Pleasant,Neighborhood,Greater Toronto Area,,33.9,,DEFERRED_GATE,no real census population (neighborhood/locality) — noindex until grounded,
